PipeID,Age,Diameter,Depth,Slope,Length,Pipe_Type,Connection_Type,Pipe_Form,Material,Rainfall,Geology,Groundwater,Soil_Type,Landslide_Area,Population,Building_Area,Land_Cover,Distance_to_Road,Traffic_Volume,Condition_Classes
163043,0,200,-1.38,3.92,51.58,Wastewater,Others,S,PVC,142.55,Geology-2,24.3,SoilType-5,No,94,No,LandCover-4,RoadClass-4,0,0
70521,48,125,-1.48,2.27,29.15,Wastewater,MUF,S,BET,144.55,Geology-0,14.91,SoilType-9,No,133,No,LandCover-4,RoadClass-2,0,1
149912,67,150,-1.5,0.13,7.98,Stormwater,Others,Others,BET,122.51,Geology-0,15.59,SoilType-2,No,318,No,LandCover-1,RoadClass-0,6690,1
140983,22,225,-1.26,0.67,20.71,Combined,MUF,S,Others,138.62,Geology-0,25.75,SoilType-5,No,180,No,LandCover-1,RoadClass-1,0,1
13924,101,225,-1.37,3.16,5.37,Combined,MUF,S,BET,102.48,Geology-2,15.45,SoilType-2,Yes,84,No,LandCover-1,RoadClass-0,0,1
73955,37,200,-1.64,15,35.17,Combined,Others,S,PVC,106.11,Geology-2,15.49,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,0
1134,22,150,-3.25,6.7,51.89,Combined,MUF,S,Others,123.02,Geology-2,15.99,SoilType-9,No,104,No,LandCover-1,RoadClass-0,0,1
163917,1,200,-2.41,0.64,67.22,Wastewater,Others,S,PVC,143.38,Geology-0,24.83,SoilType-4,No,190,No,LandCover-1,RoadClass-0,0,0
73950,20,200,-0.97,0.98,20.06,Combined,Others,S,PVC,106.15,Geology-2,15.48,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,0
156316,1,300,-3.15,1.25,19.79,Stormwater,Others,S,PPP,146.58,Geology-0,13.12,SoilType-6,No,15,No,LandCover-4,RoadClass-2,0,0
4250,68,225,-1.48,2.4,8.86,Combined,MUF,S,BET,123.59,Geology-2,15.49,SoilType-2,No,195,No,LandCover-4,RoadClass-1,0,0
157769,1,250,-1.97,0.38,50.21,Stormwater,Others,S,PVC,127.54,Geology-2,15.62,SoilType-9,No,114,No,LandCover-2,RoadClass-0,0,0
152223,54,200,-1.37,4.98,56.49,Combined,MUF,S,BET,122.4,Geology-2,15.61,SoilType-9,No,236,No,LandCover-1,RoadClass-3,0,0
57324,36,200,-2.51,0.87,50.06,Wastewater,MUF,S,BET,145.2,Geology-0,24.03,SoilType-9,No,94,No,LandCover-1,RoadClass-2,0,0
162535,1,315,-1.18,1.01,45.04,Stormwater,Others,S,PVC,125.93,Geology-0,16.35,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,0
67432,47,375,-1.33,0.94,58.37,Combined,MUF,S,BET,145.43,Geology-0,13.8,SoilType-9,No,129,No,LandCover-4,RoadClass-1,0,1
150254,51,230,-4.29,-3.27,8.97,Combined,Others,S,BET,100.55,Geology-2,15.44,SoilType-2,No,284,No,LandCover-2,RoadClass-2,0,0
4245,68,225,-1.1,5.17,29.99,Combined,MUF,S,BET,123.26,Geology-2,15.51,SoilType-2,No,195,No,LandCover-1,RoadClass-1,0,1
63134,47,300,-1.05,2.23,38.4,Stormwater,MUF,S,BET,132.93,Geology-2,18.88,SoilType-4,No,125,No,LandCover-1,RoadClass-0,0,0
61104,38,200,-2.73,3.65,30.89,Wastewater,Others,S,PVC,129.36,Geology-0,19.42,SoilType-5,No,20,No,LandCover-1,RoadClass-3,0,0
24548,52,200,-1.2,5.64,6.32,Combined,Others,S,PVC,104.88,Geology-2,15.44,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,1
164182,1,250,-1.67,4.61,61.74,Stormwater,Others,S,PVC,143.03,Geology-0,25.4,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
4080,55,400,-1.02,0.04,62.46,Stormwater,MUF,S,BET,122.42,Geology-2,15.6,SoilType-9,No,104,No,LandCover-2,RoadClass-0,0,1
155500,1,200,-0.58,2.64,36.68,Wastewater,Others,S,PVC,123.68,Geology-2,18.15,SoilType-9,No,135,No,LandCover-2,RoadClass-3,0,1
156762,0,300,-2.77,-1.49,14.29,Stormwater,Others,S,PPP,146.61,Geology-0,13.42,SoilType-6,No,15,No,LandCover-2,RoadClass-1,0,0
154170,38,300,-2.61,0,7.84,Wastewater,Others,S,BET,143.07,Geology-0,22.38,SoilType-4,No,134,No,LandCover-2,RoadClass-0,0,0
159297,1,315,-2.1,4.84,68.19,Stormwater,Others,S,PVC,122.49,Geology-2,15.53,SoilType-2,No,236,No,LandCover-1,RoadClass-1,0,0
162367,1,315,-1.91,1.08,46.12,Stormwater,Others,S,PVC,126.04,Geology-0,16.37,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,0
157764,1,250,-1.69,4.97,43.68,Stormwater,Others,S,PVC,122.64,Geology-2,17.78,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
75417,38,200,-2.25,0.26,42.96,Combined,Others,S,PVC,105.57,Geology-2,15.47,SoilType-2,No,6,No,LandCover-2,RoadClass-0,0,0
62492,58,230,-3.73,7.63,45.32,Combined,MUF,S,BET,130.92,Geology-2,19.16,SoilType-6,No,120,No,LandCover-4,RoadClass-1,0,0
67464,14,315,-2.38,1.08,18.01,Wastewater,Others,S,PVC,145.7,Geology-0,13.83,SoilType-9,No,87,No,LandCover-1,RoadClass-1,0,0
5761,52,200,-0.85,4.98,41.37,Combined,Others,S,PVC,104.32,Geology-2,15.45,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,0
3271,8,400,-1.84,-0.09,68.07,Stormwater,Others,S,PPP,143.81,Geology-2,14.56,SoilType-3,No,0,No,LandCover-1,RoadClass-3,0,0
30100,32,600,-1.69,0.75,28.89,Combined,Others,S,PVC,107.91,Geology-2,15.51,SoilType-2,No,150,No,LandCover-4,RoadClass-0,13550,0
66604,56,200,-0.76,4.69,29.89,Wastewater,MUF,S,BET,130.91,Geology-2,30.41,SoilType-5,No,38,No,LandCover-2,RoadClass-0,0,1
152815,1,200,-1.3,-3.31,8.81,Stormwater,Others,S,PVC,134.74,Geology-2,19.77,SoilType-5,No,204,No,LandCover-4,RoadClass-3,0,0
159401,0,160,-1.53,4.91,18.61,Wastewater,Others,S,PVC,122.47,Geology-2,15.5,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
4247,68,225,-1.42,6.52,18.89,Combined,MUF,S,BET,123.42,Geology-2,15.5,SoilType-2,No,195,No,LandCover-1,RoadClass-0,0,1
56709,35,160,-2.27,0.85,23.74,Wastewater,Others,S,PVC,137.18,Geology-0,26.34,SoilType-5,No,207,No,LandCover-2,RoadClass-0,0,0
62040,51,150,-1.68,0.91,28.31,Wastewater,MUF,S,BET,131.55,Geology-0,20.12,SoilType-5,No,270,No,LandCover-1,RoadClass-1,16120,1
69436,48,250,-2.62,0.62,35.11,Wastewater,IM,S,PVC,147.88,Geology-0,19.23,SoilType-6,No,36,No,LandCover-2,RoadClass-2,0,0
156006,32,225,-1.67,8.9,6.97,Wastewater,MUF,S,BET,128.94,Geology-2,16.31,SoilType-5,No,224,No,LandCover-4,RoadClass-1,0,1
84410,22,250,-1.41,0.04,89,Stormwater,Others,S,PVC,105.98,Geology-2,15.49,SoilType-2,No,376,No,LandCover-2,RoadClass-0,0,0
159005,0,250,-1.19,9.4,24.06,Stormwater,Others,S,PVC,122.56,Geology-2,17.78,SoilType-6,No,111,No,LandCover-2,RoadClass-2,0,0
4234,90,300,-1.72,0.61,16.53,Combined,MUF,S,BET,123.14,Geology-2,15.51,SoilType-2,No,195,No,LandCover-4,RoadClass-2,0,1
47590,89,250,-0.81,1.35,27.22,Combined,Others,S,Others,107.14,Geology-2,15.49,SoilType-2,No,382,No,LandCover-1,RoadClass-0,0,1
4256,68,225,-0.1,4.93,33.43,Combined,MUF,S,BET,123.8,Geology-2,15.48,SoilType-2,No,237,No,LandCover-1,RoadClass-2,0,1
57214,43,225,-1.67,0.73,53.39,Combined,MUF,S,BET,143.56,Geology-0,24.72,SoilType-4,No,190,No,LandCover-2,RoadClass-0,0,1
159289,1,200,-0.89,-4.32,30.83,Stormwater,Others,S,PVC,122.5,Geology-2,15.68,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,0
163530,0,250,-2.05,1.12,76.89,Stormwater,Others,S,PVC,125.1,Geology-2,16.11,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
61398,46,200,-0.49,9.82,25.67,Combined,MUF,S,BET,130.75,Geology-2,19.99,SoilType-6,No,104,No,LandCover-2,RoadClass-1,0,1
84442,22,200,-1.4,0.66,61.17,Combined,Others,S,PVC,106.05,Geology-2,15.49,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,0
163388,1,225,-1.99,2.72,53.31,Combined,MUF,S,BET,133.82,Geology-0,21.98,SoilType-5,No,121,No,LandCover-2,RoadClass-2,0,1
165509,0,160,-1.06,8.55,31.45,Wastewater,Others,S,PVC,118.07,Geology-2,15.57,SoilType-9,No,303,No,LandCover-2,RoadClass-0,0,0
152749,36,200,-3.3,12.8,42.89,Wastewater,MUF,S,BET,145.07,Geology-0,24.42,SoilType-9,No,70,No,LandCover-4,RoadClass-3,0,0
162838,23,300,-1.69,1.88,16.52,Stormwater,Others,S,BET,142.73,Geology-1,15.37,SoilType-5,No,92,No,LandCover-1,RoadClass-0,0,1
65747,25,225,-1.3,0.37,39.97,Combined,MUF,S,BET,135.62,Geology-2,15.81,SoilType-5,No,195,No,LandCover-4,RoadClass-0,6800,1
14277,41,125,-2.44,3.74,11.18,Combined,Others,S,PVC,97.11,Geology-2,15.44,SoilType-2,Yes,523,No,LandCover-1,RoadClass-0,0,0
66643,56,200,-1.87,5.25,39.13,Wastewater,MUF,S,BET,130.58,Geology-2,30.74,SoilType-5,No,38,No,LandCover-2,RoadClass-0,0,0
69057,32,160,-2.24,1.56,36.51,Wastewater,IM,S,PVC,149.22,Geology-0,9.13,SoilType-7,No,124,No,LandCover-2,RoadClass-0,0,1
5177,45,160,-3.6,3.89,18.02,Combined,MUF,S,PVC,134.7,Geology-2,19.81,SoilType-5,No,204,No,LandCover-1,RoadClass-3,0,0
130162,10,150,-1.07,-0.67,96.16,Wastewater,Others,S,PVC,143.26,Geology-0,14.76,SoilType-7,No,73,No,LandCover-4,RoadClass-3,0,1
57290,36,200,-2.22,-0.51,32.62,Wastewater,MUF,S,BET,144.96,Geology-0,24.27,SoilType-9,No,70,No,LandCover-4,RoadClass-0,0,0
128739,9,160,-1.93,7.03,28.09,Wastewater,Others,S,PVC,123.65,Geology-2,18.16,SoilType-9,No,135,No,LandCover-2,RoadClass-3,0,0
69219,40,200,-1.9,1.84,51.51,Wastewater,IM,S,BET,146.37,Geology-0,16.12,SoilType-9,No,81,No,LandCover-2,RoadClass-0,0,0
161481,1,230,-2.15,5.03,54.97,Combined,MUF,S,BET,122.47,Geology-2,15.72,SoilType-9,No,104,No,LandCover-2,RoadClass-0,0,0
68981,40,200,-2.21,0.63,24.39,Wastewater,IM,S,BET,148.72,Geology-0,15.72,SoilType-9,No,125,No,LandCover-1,RoadClass-0,0,1
58179,60,200,-0.8,1.77,82.86,Combined,MUF,S,BET,123.7,Geology-2,16.13,SoilType-9,No,151,No,LandCover-2,RoadClass-1,8700,1
162857,0,160,-2.06,5.5,23.89,Wastewater,Others,S,PVC,126.03,Geology-2,16.33,SoilType-6,No,146,No,LandCover-2,RoadClass-0,0,0
158726,1,200,-0.72,4.19,25.38,Wastewater,Others,S,PVC,122.5,Geology-2,15.68,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,0
162338,1,400,-1.93,6.12,29.82,Stormwater,Others,S,PVC,132.85,Geology-2,19.15,SoilType-5,No,125,No,LandCover-1,RoadClass-0,0,0
159647,1,200,-1.2,-5.14,51.04,Stormwater,Others,S,PVC,122.49,Geology-2,15.66,SoilType-6,No,111,No,LandCover-1,RoadClass-0,0,0
154210,53,300,-4.05,-7.77,43.41,Stormwater,Others,Others,BET,124.32,Geology-2,16.21,SoilType-9,No,106,No,LandCover-1,RoadClass-1,0,1
27750,24,200,-0.77,0.71,34.7,Wastewater,Others,S,PVC,112.83,Geology-2,15.54,SoilType-0,No,330,No,LandCover-4,RoadClass-0,0,0
54466,29,400,-2.5,0.33,25.93,Combined,Others,S,PVC,138.81,Geology-2,13.4,SoilType-8,No,90,No,LandCover-4,RoadClass-3,0,0
44149,91,229,-0.87,0.79,33.71,Combined,MUF,S,BET,107.07,Geology-2,15.51,SoilType-2,No,546,No,LandCover-1,RoadClass-0,0,1
2933,42,300,-1.32,1.32,41.98,Combined,MUF,S,BET,122.72,Geology-0,15.55,SoilType-2,No,67,No,LandCover-2,RoadClass-0,0,1
156149,28,160,-2.07,-3.89,16.5,Stormwater,Others,Others,PVC,122.39,Geology-2,15.73,SoilType-9,No,54,No,LandCover-4,RoadClass-2,0,0
89085,16,150,-1.55,0.58,18.75,Wastewater,MUF,S,Others,125.13,Geology-2,16.14,SoilType-6,No,181,No,LandCover-4,RoadClass-3,0,1
66838,36,200,-0.03,-0.67,51.15,Combined,Others,S,PVC,125.46,Geology-2,42.18,SoilType-4,No,79,No,LandCover-2,RoadClass-1,0,0
54437,47,200,-2.73,0.89,34.18,Wastewater,MUF,S,BET,139.84,Geology-2,14.11,SoilType-4,No,202,No,LandCover-2,RoadClass-3,0,1
79846,16,250,-0.98,-8.23,10.98,Combined,Others,S,PVC,104.29,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
67773,28,160,-1.93,1.73,35.25,Combined,IM,S,PVC,144.35,Geology-0,16.72,SoilType-6,Yes,90,No,LandCover-2,RoadClass-3,0,0
169152,32,300,-1.64,-0.14,26.5,Stormwater,Others,Others,PVC,107.93,Geology-2,15.51,SoilType-2,No,150,No,LandCover-1,RoadClass-0,13550,1
52184,21,200,-1.1,1.26,21.62,Stormwater,MUF,S,BET,142.67,Geology-0,14.71,SoilType-9,No,116,No,LandCover-4,RoadClass-3,0,0
61867,45,125,-1.97,0.75,39.79,Combined,MUF,S,BET,131.22,Geology-2,19.43,SoilType-6,No,93,No,LandCover-1,RoadClass-0,0,0
61100,38,200,-6.53,5.08,27.85,Wastewater,Others,S,PVC,129.34,Geology-2,19.44,SoilType-5,No,5,No,LandCover-2,RoadClass-0,16120,0
47624,93,229,-1.38,-8.84,8.38,Combined,MUF,S,BET,107.57,Geology-2,15.5,SoilType-2,No,382,No,LandCover-2,RoadClass-1,0,1
4251,68,225,-1.53,0.64,18.04,Combined,Others,S,BET,123.64,Geology-2,15.49,SoilType-2,No,195,No,LandCover-1,RoadClass-1,0,0
69409,40,200,-1.51,4.13,53.38,Wastewater,IM,S,BET,146.76,Geology-0,17.68,SoilType-9,No,81,No,LandCover-2,RoadClass-0,0,1
160082,1,300,-0.78,2.71,62.97,Combined,Others,S,BET,126.13,Geology-2,16.24,SoilType-5,No,138,No,LandCover-4,RoadClass-3,0,1
155589,21,200,-2.24,0.65,11.31,Stormwater,MUF,S,BET,136.82,Geology-2,25.03,SoilType-5,No,231,No,LandCover-1,RoadClass-3,0,0
160620,1,500,-2.26,2.32,16.34,Stormwater,Others,S,PPP,131.82,Geology-2,19.12,SoilType-4,No,130,No,LandCover-1,RoadClass-1,0,0
41056,89,300,-1.25,1.66,46.46,Combined,Others,S,Others,110.11,Geology-2,15.52,SoilType-0,No,342,No,LandCover-1,RoadClass-0,0,1
157004,1,160,-1.73,1.01,31.94,Wastewater,Others,S,PVC,122.41,Geology-2,15.48,SoilType-2,No,115,No,LandCover-1,RoadClass-0,0,0
54434,47,200,-1.92,3.09,7.51,Wastewater,MUF,S,BET,139.65,Geology-2,14.14,SoilType-4,No,202,No,LandCover-2,RoadClass-3,0,0
157996,1,200,-1.42,4.96,60.2,Wastewater,Others,S,PVC,122.59,Geology-2,17.78,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,0
59227,52,225,-0.82,2.03,92.68,Combined,MUF,S,BET,124.43,Geology-2,16.22,SoilType-4,No,180,No,LandCover-4,RoadClass-3,0,1
13923,22,300,-1.35,5.65,13.12,Combined,MUF,S,Others,102.5,Geology-2,15.45,SoilType-2,Yes,84,No,LandCover-1,RoadClass-0,0,0
164083,1,200,-1.98,0.52,48.12,Wastewater,Others,S,PVC,144.52,Geology-0,24.83,SoilType-4,No,208,No,LandCover-4,RoadClass-0,0,0
20363,50,230,-1.47,6.81,39.35,Combined,MUF,S,BET,120.66,Geology-2,15.59,SoilType-5,No,170,No,LandCover-2,RoadClass-3,0,0
69921,39,200,-1.39,0.8,24.4,Wastewater,IM,S,BET,149.78,Geology-0,9.62,SoilType-6,No,47,No,LandCover-2,RoadClass-0,0,1
68312,40,200,-0.19,4.18,36.06,Wastewater,IM,S,BET,147.48,Geology-0,10.68,SoilType-9,No,191,No,LandCover-3,RoadClass-2,0,0
24444,50,300,-1.78,-0.87,36.78,Combined,MUF,S,BET,117.87,Geology-2,15.57,SoilType-9,No,303,No,LandCover-2,RoadClass-1,0,1
73948,39,225,-0.81,5.81,28.7,Combined,Others,S,PVC,106.11,Geology-2,15.48,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,0
73690,59,160,-3.19,5.96,16.98,Combined,MUF,S,PVC,111.17,Geology-2,15.61,SoilType-3,No,125,No,LandCover-1,RoadClass-2,0,1
5748,51,315,-0.86,4.3,23.36,Combined,Others,S,PVC,101.16,Geology-2,15.45,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,0
162305,91,300,-1.88,10.96,28.22,Combined,Others,S,Others,97.72,Geology-2,15.46,SoilType-2,No,523,No,LandCover-1,RoadClass-0,0,1
4011,54,300,-0.45,1.7,51.24,Stormwater,MUF,S,BET,122.4,Geology-2,15.59,SoilType-9,No,5,No,LandCover-1,RoadClass-3,0,0
68145,33,300,-4.82,9.22,38.2,Stormwater,IM,S,BET,145.56,Geology-0,15.99,SoilType-6,No,20,No,LandCover-4,RoadClass-2,0,0
138357,12,200,-1.27,12.7,3.03,Wastewater,Others,S,PVC,110.69,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,0,0
61119,55,250,-1.95,9.14,30.39,Combined,MUF,S,BET,128.3,Geology-0,19.18,SoilType-9,No,56,No,LandCover-2,RoadClass-2,0,1
158317,1,160,-1.67,0.71,28.02,Wastewater,Others,S,PVC,149.07,Geology-0,2.79,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
153184,1,315,-1.4,2.89,48.1,Stormwater,Others,S,PPP,144.02,Geology-0,14.69,SoilType-9,No,178,No,LandCover-4,RoadClass-2,0,0
44204,69,230,-1.18,0.96,27.93,Combined,MUF,S,BET,108.32,Geology-2,15.51,SoilType-2,No,139,No,LandCover-1,RoadClass-1,13550,1
74028,86,315,-0.59,6.87,52.51,Combined,Others,S,PVC,105.81,Geology-2,15.47,SoilType-2,No,171,No,LandCover-1,RoadClass-0,0,1
141227,29,125,-1.13,6.07,5.45,Combined,Others,Others,PVC,124.29,Geology-2,16.22,SoilType-9,No,106,No,LandCover-1,RoadClass-0,8700,0
59219,46,150,-2.98,5.8,31.54,Wastewater,MUF,S,BET,124.58,Geology-2,16.11,SoilType-6,No,171,No,LandCover-2,RoadClass-0,0,1
57218,40,225,-1.6,3.12,55.3,Combined,MUF,S,BET,142.77,Geology-0,25.22,SoilType-5,No,190,No,LandCover-4,RoadClass-0,0,1
63907,35,200,-4.58,7.55,66.74,Wastewater,MUF,S,BET,132.17,Geology-2,22.32,SoilType-5,No,132,No,LandCover-2,RoadClass-3,0,0
68304,12,110,-1.1,3.3,53.83,Wastewater,IM,S,PVC,147.7,Geology-0,8.82,SoilType-3,No,74,No,LandCover-2,RoadClass-0,0,1
41038,32,400,-1.33,0.88,49.13,Combined,Others,S,PVC,108.72,Geology-2,15.52,SoilType-2,No,139,No,LandCover-4,RoadClass-0,9680,1
71456,25,250,-1.28,0.76,30.1,Combined,Others,S,PVC,122.43,Geology-2,15.68,SoilType-9,No,14,No,LandCover-4,RoadClass-0,0,0
3979,57,225,-1.41,2.11,26.15,Combined,MUF,S,BET,122.42,Geology-2,15.68,SoilType-9,No,138,No,LandCover-1,RoadClass-0,0,1
144390,8,200,-2.74,-3.51,33.94,Stormwater,Others,S,PVC,149.05,Geology-0,14.39,SoilType-5,No,197,No,LandCover-4,RoadClass-0,0,0
57254,42,225,-1.33,3.83,8.84,Combined,MUF,S,BET,141.63,Geology-0,26.21,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,1
24438,50,300,-1.5,0.63,36.99,Combined,MUF,S,BET,118.28,Geology-2,15.57,SoilType-9,No,230,No,LandCover-2,RoadClass-1,0,1
162301,1,200,-1.9,0.93,58.89,Wastewater,Others,S,PVC,126.25,Geology-0,16.42,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,0
156317,0,200,-3.2,1.7,12.09,Wastewater,Others,S,PVC,146.58,Geology-0,13.12,SoilType-6,No,15,No,LandCover-3,RoadClass-2,0,0
158844,5,200,-1.49,-0.72,3.14,Wastewater,Others,S,PVC,122.48,Geology-2,15.64,SoilType-6,No,111,No,LandCover-4,RoadClass-0,0,0
13790,86,225,-1.15,9.84,27.13,Combined,MUF,S,BET,98.1,Geology-2,15.44,SoilType-2,Yes,137,No,LandCover-1,RoadClass-0,0,0
149294,6,160,-0.9,4.61,44.39,Combined,Others,S,PVC,119.04,Geology-2,15.57,SoilType-5,No,230,No,LandCover-2,RoadClass-1,0,0
56701,35,300,-1.28,0.62,70.38,Stormwater,MUF,S,BET,137.59,Geology-0,25.87,SoilType-5,No,180,No,LandCover-1,RoadClass-0,0,1
65750,25,225,-0.36,0.22,56.79,Combined,MUF,S,BET,135.38,Geology-2,16.18,SoilType-5,No,195,No,LandCover-1,RoadClass-0,6800,1
66113,38,200,-3,3.98,39.23,Wastewater,MUF,S,BET,130.04,Geology-2,29.74,SoilType-5,No,0,No,LandCover-2,RoadClass-0,0,0
158316,1,160,-1.74,3.9,3.95,Wastewater,Others,S,PVC,149.1,Geology-0,2.69,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
26847,64,285,-2.1,6.35,4.15,Combined,MUF,S,PVC,110.61,Geology-2,15.43,SoilType-2,No,182,No,LandCover-1,RoadClass-1,0,1
13800,96,250,-0.36,2.58,31.53,Combined,MUF,S,Others,98.19,Geology-2,15.45,SoilType-2,Yes,523,No,LandCover-1,RoadClass-0,0,1
56660,58,250,-1.43,0.93,46.83,Wastewater,MUF,S,BET,138.27,Geology-2,24.02,SoilType-4,No,231,No,LandCover-2,RoadClass-0,0,1
74178,104,150,-1.08,10.61,10.04,Combined,MUF,S,BET,105.94,Geology-2,15.47,SoilType-2,No,542,No,LandCover-2,RoadClass-0,0,1
137248,6,200,-1.82,0.76,39.78,Stormwater,Others,S,PVC,118,Geology-2,68.23,SoilType-3,No,77,No,LandCover-2,RoadClass-0,0,0
67709,33,200,-3.91,5.04,14.86,Wastewater,IM,S,PVC,143.85,Geology-0,16.6,SoilType-5,No,139,No,LandCover-2,RoadClass-0,0,0
5540,63,225,-0.89,12.05,32.26,Combined,MUF,S,BET,122.41,Geology-2,15.63,SoilType-6,No,104,No,LandCover-1,RoadClass-1,0,1
56658,58,250,-1.73,2.02,40.65,Combined,MUF,S,BET,138.45,Geology-2,24.33,SoilType-4,No,180,No,LandCover-1,RoadClass-0,0,1
69881,40,200,-0.7,0.6,49.51,Wastewater,IM,S,PVC,148.58,Geology-0,17.33,SoilType-7,No,35,No,LandCover-4,RoadClass-4,0,0
131472,13,250,-2.41,3.9,27.72,Combined,Others,S,PVC,109.21,Geology-2,15.51,SoilType-0,No,225,No,LandCover-2,RoadClass-2,0,0
159147,0,160,-1.48,3.48,25.37,Wastewater,Others,S,PVC,149.37,Geology-0,2.93,SoilType-9,No,118,No,LandCover-1,RoadClass-0,0,0
64955,1,250,-1.73,0.78,87.78,Stormwater,MUF,S,BET,132.97,Geology-2,21.62,SoilType-4,No,101,No,LandCover-1,RoadClass-4,0,1
66661,56,200,-1.97,0.93,40.22,Wastewater,MUF,S,BET,130.07,Geology-2,31.76,SoilType-5,No,38,No,LandCover-2,RoadClass-2,0,1
69408,40,200,-2.09,1.69,62.41,Wastewater,IM,S,BET,146.64,Geology-0,17.33,SoilType-9,No,81,No,LandCover-2,RoadClass-1,0,0
66845,36,200,-3,0.77,89.04,Combined,Others,S,PVC,126.62,Geology-2,37.86,SoilType-5,No,138,No,LandCover-2,RoadClass-1,0,0
65604,24,200,-1.16,4.04,20.95,Combined,MUF,S,BET,135.97,Geology-2,15.69,SoilType-5,No,251,No,LandCover-1,RoadClass-2,0,1
155840,1,300,-1.8,4.13,5.1,Stormwater,IM,S,BET,145.57,Geology-0,15.89,SoilType-6,No,20,No,LandCover-4,RoadClass-0,0,0
65760,46,225,-3.82,4.89,39.06,Combined,MUF,S,BET,135.81,Geology-2,17.2,SoilType-5,No,195,No,LandCover-4,RoadClass-1,0,0
57614,28,315,-0.83,-0.02,57.92,Wastewater,Others,S,PVC,146.95,Geology-2,22.52,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0,0
162525,47,375,-1.99,1.87,8.57,Stormwater,MUF,S,PVC,132.99,Geology-2,18.93,SoilType-4,No,125,No,LandCover-1,RoadClass-2,0,1
86016,16,315,-1.66,4.08,141.15,Stormwater,Others,S,PVC,116.15,Geology-2,15.59,SoilType-9,No,174,No,LandCover-2,RoadClass-1,0,0
129820,23,200,-3.44,1.6,58.29,Wastewater,Others,S,PVC,122.44,Geology-0,15.72,SoilType-4,No,11,No,LandCover-1,RoadClass-4,0,0
3952,46,225,-2.01,5.07,35.21,Combined,MUF,S,BET,122.51,Geology-2,15.49,SoilType-2,No,91,No,LandCover-1,RoadClass-0,0,1
115330,9,250,-0.73,7.69,47.05,Combined,Others,S,PVC,144.58,Geology-0,14.82,SoilType-9,No,133,No,LandCover-1,RoadClass-0,0,0
163061,1,200,-2.84,-2.27,58.77,Stormwater,Others,S,PVC,144.21,Geology-0,24.01,SoilType-5,No,94,No,LandCover-1,RoadClass-4,0,0
133438,12,200,-1.32,1.99,51.45,Wastewater,Others,S,PVC,109.67,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,0,0
160210,0,315,-1.56,0.09,41.55,Stormwater,Others,S,PVC,122.4,Geology-2,15.48,SoilType-2,No,115,No,LandCover-1,RoadClass-0,0,0
72703,21,250,-1.16,8.69,4.43,Combined,Others,S,PVC,104.31,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
53983,21,250,-0.97,1.63,57.49,Stormwater,MUF,S,BET,139.95,Geology-3,6.27,SoilType-6,No,81,No,LandCover-1,RoadClass-0,6900,1
59712,40,225,-1.28,0.83,22.81,Combined,MUF,S,BET,127.48,Geology-0,16.85,SoilType-9,No,66,No,LandCover-2,RoadClass-2,0,0
76432,39,200,-0.73,5,7.12,Combined,Others,S,PVC,105.29,Geology-2,15.48,SoilType-2,No,6,No,LandCover-1,RoadClass-0,0,0
58826,42,225,-2.3,1,50.21,Combined,MUF,S,BET,125.15,Geology-2,16.12,SoilType-6,No,171,No,LandCover-4,RoadClass-0,0,1
30095,32,600,-0.52,0.56,63.81,Combined,Others,S,PVC,107.74,Geology-2,15.51,SoilType-2,No,150,No,LandCover-1,RoadClass-0,13550,0
162902,21,150,-1.81,0.58,27.95,Wastewater,Others,S,BET,135.79,Geology-2,17.96,SoilType-5,No,149,No,LandCover-2,RoadClass-2,0,0
62631,49,375,-0.26,6.75,86.11,Combined,MUF,S,BET,131.64,Geology-2,19.17,SoilType-6,No,130,No,LandCover-1,RoadClass-3,0,0
59195,1,125,-1.34,1.75,64.19,Wastewater,Others,S,PVC,124.19,Geology-2,16.19,SoilType-9,No,151,No,LandCover-4,RoadClass-0,0,1
